road_type_score,avg_speed_kmh,turn_count,elevation_gain_m,weather_score,time_of_day_score,distance_km,sharp_turn_count,u_turn_count,intersection_count,signal_count,roundabout_count,lane_change_count,traffic_density_score,comfort_score
0.55,91.9914129981298,17,242.20115121594245,0.6169782808672586,0.75,42.78719621545538,15,4,24,5,1,0,0.4101464509532293,56.93172007777334
0.7,99.38473650401306,21,204.12648792769443,0.2896460103807249,0.75,20.876731206768028,19,2,31,14,5,6,0.6359219061684876,56.582439276874716
0.85,19.548284495315684,60,271.41828222688383,0.792830752100424,0.95,4.964012331804109,18,1,73,22,3,3,0.6595043798942323,37.85953749754962
0.7,30.974786918637278,60,269.23894507423404,0.6033174468894399,0.75,32.782440647317145,0,1,65,26,5,1,0.8073517510658539,42.27601723069106
0.55,95.53417763338838,52,15.9462256311239,0.6948257054559152,0.75,15.549523559510032,10,0,55,22,4,3,0.8398028458850357,50.677633155623944
0.85,96.24949178332481,25,182.83392215270163,0.3749098380089979,0.4,8.05338952256357,14,2,25,5,0,7,0.7649661983506049,61.308160772242694
1.0,18.793654784808265,39,37.40143655046053,0.43043800651148056,0.75,26.009431205105486,6,2,43,8,7,1,0.20363089791103342,50.28628794333054
0.85,11.3498650339423,7,23.54058352321642,0.20768208296445678,0.95,24.61034251972064,7,4,19,4,0,0,0.20166274944583107,55.12702436114832
0.55,24.499002093078005,20,134.48314374921915,0.9480525429208718,0.95,26.321750044790637,15,3,24,11,0,0,0.9819599889945478,57.62499819350278
0.85,99.64115050440235,42,29.279261954622193,0.9465570203865744,0.75,41.372683854400755,17,3,55,24,7,6,0.41136408361669885,57.773284751610504
0.55,26.199965494961816,20,218.37071493377783,0.8177512472399041,0.75,24.742748241406595,10,2,26,6,3,6,0.4258803167559049,50.833667147788375
0.55,55.229284604982084,2,290.6822131522799,0.9355551191991839,0.75,45.12648840754729,0,0,2,0,6,3,0.7857928838413792,77.39528824914014
1.0,86.357595378746,30,170.87488733492782,0.6653280525803787,0.4,42.24872036148612,15,1,42,16,1,4,0.6652685660734764,59.06128640344885
0.55,11.83614496193857,26,70.55066086850597,0.2346518693030748,0.4,32.9046815148769,3,2,36,7,5,4,0.5708515481935752,45.292540792504624
0.7,64.40400840326134,26,252.96191745761863,0.7602105221924912,0.95,3.785741022659993,5,2,31,10,7,6,0.2931517586017771,56.91850776546202
0.35,34.93229039826619,72,255.9310124790078,0.3252762092417024,0.75,43.382275083678934,10,0,86,35,6,2,0.2651901330273092,32.38364390852649
1.0,87.61014247957584,56,219.8357917093183,0.44048168929841414,0.75,45.37302944289031,5,0,62,15,1,4,0.7628985479249135,65.93709374659346
0.85,35.511503433767125,32,184.53965544400526,0.2743501638553697,0.75,19.377309591004348,9,3,32,14,0,6,0.29968358762694347,50.971109116788085
0.85,71.8080148253718,43,260.33773642551716,0.42362191772126967,0.95,26.781436223173806,5,2,57,22,3,6,0.5486482040024252,55.23754974501134
0.85,70.67976692026572,42,48.987504599267716,0.679317365656695,0.75,14.770012861287833,9,2,44,8,3,8,0.7889008585479229,65.92546251370278
0.55,29.934419397367602,30,279.48003790321343,0.11061056130502978,0.75,1.721100366362204,4,4,39,17,1,3,0.9385591539626885,45.2431799514355
0.7,13.13192798815151,64,284.16094476317045,0.10520692899301642,0.75,24.49310200463741,8,1,72,14,4,0,0.8988688485565925,38.41009620156379
0.7,46.83246164068576,75,261.59771219914,0.683770012088142,0.75,7.338589695503931,6,4,87,40,0,4,0.8912269294553015,45.56118444190322
0.55,36.027383676928274,16,75.19861041344012,0.7795811667746075,0.75,9.982910801102546,16,4,23,6,3,3,0.4867982536647255,48.83054734438701
0.7,82.80799746523377,14,257.45351589318875,0.551466684712365,0.95,24.55482976949082,11,1,26,10,7,2,0.941736643877888,66.86869927643039
1.0,82.03277696098108,33,149.29146355130752,0.18164101406746547,0.75,43.484878708021085,10,2,46,20,4,6,0.7469298579939248,57.69736069995885
0.35,51.132155697336295,79,178.4790712202476,0.4307568483609884,0.75,42.38700091595984,5,3,88,25,7,8,0.9091901482233664,35.14835309121464
0.7,64.58610027908969,3,252.18018675124355,0.7581755223840144,0.95,48.28835265007166,10,1,8,2,2,3,0.2711396537945658,70.52329488214495
0.55,64.38335643882326,71,8.874853363571255,0.6857331015524998,0.75,24.651350307648457,10,0,78,27,5,5,0.23164652733231225,49.11161829644739
0.55,84.4442333584861,78,108.88277765269372,0.10986547781937006,0.4,28.04843657600865,13,2,89,33,0,0,0.5437171081926973,33.13677520171073
1.0,48.25021727108778,27,244.7080131733397,0.969147180958245,0.75,41.28369548119043,15,1,28,8,5,0,0.862412085872351,65.03254894050131
0.7,34.79020118114582,72,244.18643514051692,0.22336388088633652,0.95,35.28399710958395,1,1,84,41,2,2,0.5268261860175947,42.59373521750486
0.7,33.85314263264927,1,254.60637806487983,0.2203895045804547,0.75,9.958283238214623,1,1,13,5,7,4,0.907717707492637,64.99795135399314
0.85,58.257305135398376,16,50.764770041847385,0.4598572477454559,0.75,20.510562852407855,4,3,27,7,1,5,0.38781872350808505,61.662814055655026
0.55,50.42333824589913,57,211.765985468388,0.3272431290000485,0.75,46.528805311747995,13,4,63,24,1,8,0.23147530800580035,31.242702613795398
0.7,49.610869388644254,73,43.95100215162557,0.983985988644394,0.75,8.160230021346354,9,4,74,24,7,8,0.8090290300269793,49.29416613337065
0.7,18.20236051807365,8,235.5294026853076,0.07648977325413198,0.75,11.25846232729362,9,1,10,4,5,9,0.7009347109522823,54.9398499148151
0.85,74.67433666211761,30,73.53780133635225,0.30643919092327754,0.75,20.63234205413184,17,1,31,9,1,0,0.5520724460938538,63.092515783091606
1.0,29.236301918371964,65,221.3453182760838,0.382722160427296,0.75,47.05383250553908,19,4,75,19,6,1,0.8762061523547728,42.21538395569843
0.85,27.725826718784923,61,136.50048555839174,0.49345899372194046,0.4,6.577088939249989,8,3,65,13,5,7,0.8593405649706436,39.084172724459314
0.7,47.148248824965414,18,295.8790393658317,0.016406428726948752,0.95,33.97417596796001,3,2,30,14,3,4,0.4596273758321905,56.25550359274961
1.0,30.500050745602127,73,173.96814922478427,0.08236213180828056,0.95,7.474003671691219,16,4,82,25,3,2,0.8703791198282735,37.30183868834948
0.55,62.547244057721386,54,189.77380926608583,0.25780964272981155,0.75,26.700550743605557,1,1,58,15,7,8,0.4761267300163379,46.33937384549649
0.35,43.43170054010243,27,110.44905415538622,0.5540020816855962,0.75,27.2916121487665,13,3,32,11,4,1,0.6975222546028121,50.06188061650933
0.55,50.40205503335111,49,220.35604735422993,0.7677715701934723,0.75,3.0886792201755315,0,3,63,18,2,6,0.3539980810562442,45.76645044434899
0.7,58.3452389443626,64,148.4656923314505,0.6864953488149492,0.95,47.75177174780707,6,1,69,18,1,9,0.411353747038782,52.32971711180941
0.85,28.318197023362437,2,5.419990528759245,0.5670249127226106,0.75,40.52450888155673,3,0,16,6,1,7,0.5583024930969539,71.98243832133531
0.85,24.017646057897682,78,182.57447936269355,0.3972328397276593,0.95,15.839855874786542,8,3,84,18,7,1,0.45167683520953705,42.254502896297545
1.0,89.23797125862443,51,249.13787712880844,0.8706945022561537,0.75,7.400590298677032,2,4,64,22,3,0,0.30331395453664056,57.48955455302423
0.85,49.03513325482789,9,71.0405310181352,0.45977254325826045,0.75,17.935708938178387,4,0,16,5,3,2,0.5858582814430378,71.86741197248301
0.85,47.08842486692853,20,66.31912652555539,0.29925280560893,0.75,44.81955076596745,9,2,23,8,3,7,0.6090859285257024,62.264850051549224
0.55,13.205093524555734,36,182.66585493578114,0.6293351148520573,0.75,7.5014962453217,9,4,44,13,0,3,0.3269647464594435,33.9727211214228
0.35,54.81786723286539,14,245.39378292764818,0.6921149965863089,0.75,18.116537817914022,3,1,16,5,2,4,0.3394506443007852,57.28220013988543
0.85,59.87527494499001,77,74.88610135307276,0.3984702448588554,0.75,25.22091680857662,16,0,81,18,2,8,0.2234776610912375,47.857632049821774
0.7,60.295678385919985,78,279.67879537291174,0.02814328104591457,0.75,2.6113315225461626,16,4,92,28,0,3,0.22428049751724038,33.91980126132458
1.0,73.63280523905959,73,278.2162070044647,0.09413150023671057,0.75,14.13365191991378,18,3,87,23,1,8,0.4869049658503056,41.92563451939158
0.55,25.97336514919106,8,60.16100157238,0.8455988918936618,0.4,30.186060784818178,5,1,10,3,5,5,0.31732187089525915,65.51014956654731
0.35,32.70008208075569,43,79.1353236170447,0.05654792118530794,0.75,16.87426447957676,0,0,57,18,6,6,0.9352733162927234,50.00659197612146
0.7,82.96574187073715,38,210.17964328444845,0.5920196670421323,0.4,43.655746577309706,13,3,39,15,6,7,0.35953133817824123,46.42765074800378
0.55,95.24535551590546,4,285.51993270732777,0.18370938544939186,0.95,46.90150551724155,12,1,15,5,5,9,0.2527692701236694,59.95178652960224
0.35,22.23394726305886,24,212.9648066328944,0.22892629124417707,0.75,22.635600407036463,2,1,34,11,4,9,0.5233359051142845,44.30405857399963
0.85,54.78845990546964,55,133.4700149461614,0.27333395973618113,0.75,27.06900329539489,1,0,59,15,4,0,0.35397275261381894,56.207495923835864
0.55,29.275862746562815,63,50.70040392795093,0.03829138619702044,0.75,31.909605147239485,6,0,71,26,1,8,0.2494154708594949,38.255949534110634
0.85,15.40658515194842,71,138.30295465188635,0.1772352741402924,0.4,33.5622133386447,11,0,76,37,4,1,0.8021819756092627,38.034312607572545
0.7,39.29530043135219,51,182.03033759116633,0.6504999845139404,0.75,4.099639275623746,1,4,54,13,3,2,0.6456787974106606,44.54405655642099
0.55,22.93188626657915,75,99.2855756869951,0.49871713620800506,0.95,3.630292083041816,10,1,81,17,2,0,0.24560863848413705,31.74712142120492
0.7,73.89397660908216,8,153.07734636002692,0.7973290857389358,0.4,43.41379603813994,15,2,17,4,5,9,0.5744151584947544,65.29663528751604
1.0,58.03528723043,9,39.06423849861178,0.061242106551493536,0.75,11.773730292841751,4,3,13,4,7,2,0.2310663259724957,73.53117114359956
0.7,22.94510238912798,9,135.65643135377593,0.8888982962516311,0.75,29.621169644246603,16,0,20,5,3,1,0.4834513628912269,59.14912221739464
0.85,10.831742956496292,72,27.2327456788662,0.9963985318994728,0.75,31.608918911166818,2,1,78,35,4,6,0.4906293800876867,51.46763772397732
0.55,82.73413441217915,61,14.726624984697178,0.015739972248782985,0.95,9.058749592611795,13,3,73,25,4,6,0.8583864007445288,46.168631223141915
0.85,25.85749655478228,59,257.17197467979815,0.9676400655399332,0.75,38.31823471171284,15,2,60,16,2,5,0.7882279983576341,39.99807842910327
0.55,64.55949779986894,18,61.52447524382247,0.23586271297102002,0.75,43.43133529658588,16,3,19,9,6,9,0.9175549999798671,61.582200813529795
0.85,40.3229721769071,37,172.54659873838,0.692543138206037,0.75,14.983506384567198,18,2,45,10,5,3,0.31241402367209636,46.21662570191256
0.85,62.693734448353204,5,44.69482752299773,0.29248344310492624,0.75,44.01416886524842,3,0,19,4,6,2,0.6270114851698176,73.85395422915103
1.0,38.408826428409164,14,78.75827127278741,0.5218128787475205,0.4,4.970821269463664,19,4,28,7,3,6,0.2161523741385768,55.672588581747995
0.7,17.824560462302877,46,108.4018259308453,0.5104185098361658,0.75,40.222732384154604,19,2,49,10,2,2,0.8604176019840897,41.26280342970832
0.55,30.065500770197822,44,43.10293090643107,0.3611054794490721,0.75,32.365446886240974,8,0,44,18,7,8,0.4932642314195619,42.029582614454675
0.35,26.925270983116803,4,13.788689103333096,0.7175467682883337,0.4,29.57242867988055,10,3,12,3,7,9,0.2554453172630547,54.75407403296911
1.0,48.52174171956795,77,263.14794060540333,0.5996364818633143,0.95,12.27650449642246,4,3,91,38,5,7,0.45972578749300785,50.70918677427675
0.85,69.24554050835417,52,3.549850763931639,0.5082770039431757,0.75,18.73024833621926,10,3,52,22,4,6,0.4295299303053409,54.812318258611725
0.85,33.74254674517218,65,18.396294850520345,0.9828393119182566,0.4,45.60491482924025,12,4,78,21,6,1,0.8128009605789941,45.31199007997331
0.55,11.086294177055615,61,241.52164824843075,0.9400093261873264,0.4,23.821313234861787,1,1,75,26,5,9,0.30128913750868896,35.488882020890784
0.7,56.704362783828124,22,84.60250103191682,0.9554358457936615,0.4,30.124624133776972,1,2,32,11,2,2,0.6446202575500972,66.04569093269677
0.35,64.5183540423075,43,216.84609033440918,0.8813239598032879,0.75,46.85672510700507,9,1,44,20,7,7,0.8351353495180736,49.51764195381988
1.0,96.65834446016287,51,43.86772476537413,0.2551553387543798,0.75,23.857933575838864,12,3,59,12,2,2,0.7916304796338922,56.82231584040833
0.85,63.05237227839221,45,71.1845245790158,0.349976030978181,0.95,20.02519268127703,4,4,55,16,4,7,0.9487240950931217,56.09519307109238
1.0,52.40553034403277,18,171.83295497909805,0.23105461954550788,0.95,44.766903441357925,10,0,20,9,6,3,0.20050380031309825,65.56633125008877
0.7,61.606146330793344,46,296.59075154678504,0.9861768872228465,0.95,45.633509770774936,14,4,56,15,2,4,0.48304122793983667,48.42289293408554
0.85,93.51105668758244,51,22.033341047766953,0.15266186976349116,0.75,18.37727470579744,4,1,51,12,3,8,0.49566683931535654,60.23937574534158
0.85,84.55403310414816,23,120.16637939454966,0.3665117555589056,0.75,30.007494444960138,19,3,25,9,6,9,0.22664672870347735,53.7035376598571
0.7,39.06808600274272,16,12.924291001777444,0.19904442471935646,0.95,48.22266086882866,4,2,24,7,4,1,0.8538132849538631,65.34670210594072
1.0,31.352892729142354,45,59.767932796792465,0.2234538121842532,0.75,3.718064061830418,6,4,56,19,2,2,0.7511125387097068,50.66141296860066
1.0,33.63702511294663,63,272.24130805155136,0.24708788480321153,0.75,2.950318556508608,9,1,64,28,7,0,0.622465912371823,43.91332712999428
1.0,55.39789357436917,27,28.938031136930896,0.639670675559954,0.75,26.312444934580057,1,1,31,11,1,7,0.5240151494657483,72.99120210805458
0.85,76.964450610572,49,257.05677641269006,0.0760493701915278,0.75,15.270767037702834,0,0,49,17,3,8,0.9163325541889407,58.24786275713711
0.7,55.289728646466585,63,53.34097143302438,0.572529873623784,0.75,29.510644361773362,19,2,72,20,3,9,0.41157217801076895,43.76288804616461
0.7,16.10167562453013,27,258.5354539613112,0.8192862362841031,0.95,36.49047229374614,0,1,27,11,3,8,0.4676331924647899,53.481597787903
1.0,75.12226303959828,55,161.40658894070256,0.7665237766044308,0.4,4.384642538527646,3,2,68,28,5,2,0.9621051615664604,63.440197185376256
0.35,82.53731158038585,58,263.462002268053,0.15117169828232546,0.4,44.23600631430755,14,3,69,18,0,4,0.25170001874233283,28.375937840639587
0.85,36.05480786077477,4,45.51109339545613,0.9147317347788052,0.75,14.567463060610843,14,4,10,2,7,8,0.8244898374150114,69.7556251140521
0.85,69.77131653550154,53,228.6109653923478,0.770090381404774,0.75,19.686026626829516,5,1,62,27,7,4,0.7744477905472356,60.529982902473215
0.85,48.393271094895404,43,204.209578824173,0.005302510932846061,0.75,17.51480084623846,5,3,52,15,4,0,0.9215107425210483,51.68974585814719
1.0,90.02074201546985,41,162.88001621788874,0.7373736335395861,0.75,42.15190804637074,0,0,43,13,0,0,0.2724506615864919,69.25285666739622
0.7,86.07030023446659,71,243.1762033232919,0.7374216786219986,0.75,9.36195780794294,6,2,85,26,2,3,0.9763551734577838,56.564956259916485
0.7,57.288879847867804,56,194.4828073281119,0.4968160805399847,0.75,2.404987697270716,4,3,56,13,4,6,0.22307034748411897,48.54109587951412
0.55,72.2354991232235,46,263.11407738232487,0.045982416006372206,0.75,48.61827897424223,16,2,46,13,5,6,0.4701627533590975,41.163905788986675
0.7,89.50147309198935,75,114.31864403566982,0.5799059382823495,0.75,49.0509912858341,6,2,87,38,3,6,0.2678612113793478,52.149832383366025
0.7,54.614530907044795,24,176.9769534821445,0.7657467600343092,0.75,13.626948664129106,3,1,34,11,3,5,0.24094095568842447,56.58287513424644
0.7,38.19256664399398,43,261.1802527727135,0.2708740553210006,0.75,1.4582791201085108,2,2,57,19,5,0,0.9717768585531588,46.882946917892205
1.0,77.82995241186231,14,64.44421923124038,0.6670682182517874,0.75,32.64993800747335,11,3,24,5,6,2,0.77573460092843,78.28438336634805
1.0,29.80596293062226,50,145.72240698505627,0.35392619504438194,0.75,32.77470085547371,14,0,54,13,3,4,0.6045518765802318,47.77651983697751
0.55,44.96780332054379,52,288.22254651860067,0.5738548329022312,0.75,47.07747900882029,19,1,54,11,3,3,0.28655126140520615,37.1034482825037
0.7,87.91545133961144,33,142.08054044840534,0.3845657494316247,0.75,15.625055026385454,8,4,43,8,2,3,0.6208187336191158,55.53033151303371
1.0,75.19801062423835,76,75.8488335586621,0.3037614660177791,0.75,10.285704716927885,11,0,79,27,6,8,0.4560417744016727,53.135233929071866
0.55,46.342990472274934,7,105.32287162297148,0.8559144754320444,0.75,31.202735011969835,4,3,12,3,6,6,0.41726982190063044,64.36227783560132
0.55,29.327005216752166,76,265.52523581203394,0.7538382591853766,0.75,28.61988221236304,7,1,77,21,1,8,0.6944828377470094,37.97964255183386
0.55,42.03715517490129,69,286.4649116302651,0.345449133973149,0.75,36.1691028916242,14,2,75,37,5,6,0.8327401752570527,34.42030711140859
0.85,35.56937343046897,20,285.0322928058418,0.43463164161520895,0.95,44.37124276123183,6,0,24,7,4,9,0.5546070540202634,62.68968327999948
0.55,25.848035914946855,6,209.68271759057137,0.691703417875346,0.75,28.427514186519485,18,1,13,5,6,2,0.5946388429302287,58.788329297688364
1.0,76.8999622209091,78,152.88056664738374,0.8110787805905092,0.4,8.353687729895796,12,4,81,21,1,9,0.7211430173672237,51.742918865566125
0.7,32.68628981651544,55,54.80668047220255,0.6843412628247124,0.4,30.3083182247205,0,4,68,18,5,3,0.2997104341240384,39.21756401509596
0.85,50.87507231509874,48,36.96630362113936,0.5409315806826384,0.4,19.33097680413164,10,4,59,21,4,8,0.8628853617930834,51.827281500435475
0.55,44.727350215249814,41,17.929982292403867,0.9543858319312717,0.4,23.184016401846073,12,1,48,9,5,0,0.8695509243818635,55.164101378135506
0.7,98.38696407720677,22,5.314472852690777,0.7741436197415636,0.75,48.014735153569134,1,0,25,5,3,2,0.6328372911704581,75.45428188705733
0.85,45.198301973339845,51,263.4350166317046,0.11559186039128866,0.75,28.192405657884343,18,2,61,14,5,3,0.35004806732070587,41.473183539293885
0.85,17.19842345170793,78,242.72589474100334,0.5581390987920192,0.75,8.33271078506818,10,0,91,24,6,3,0.6006108590170127,41.33256737604028
0.85,18.084317731487562,52,170.34641415014124,0.4095566413956515,0.4,22.714771749101285,0,2,65,23,0,6,0.28475142546144466,44.797217980600124
0.85,63.167834921775835,15,299.6169763613142,0.7949356367907937,0.75,12.193094628191984,0,0,19,7,6,3,0.8106315980509187,82.3679114949355
1.0,63.942719656443906,36,285.9156216604923,0.04466303385743198,0.75,7.638642222313571,7,0,38,11,2,9,0.44892311353663256,59.670562275976856
1.0,47.68830914343895,17,196.53269121441193,0.4107235699624281,0.75,35.89947150441662,12,1,27,7,4,7,0.44887572247836344,63.20459335567025
0.85,48.86593230808267,19,139.37237011207603,0.3182763153434859,0.4,31.7998843878061,7,4,22,9,3,0,0.9560390495212836,63.976575711089296
0.55,14.85393245567841,45,45.65121483393888,0.14118598457971832,0.75,25.391654459370322,1,4,53,13,0,2,0.5374868878704073,42.193443910201474
0.35,56.4891859350336,1,154.6781415763057,0.37880411531957203,0.75,21.738676493751466,7,4,5,2,7,9,0.8316602366555956,61.812337965710796
0.55,55.42655278423165,62,47.32310186565818,0.6728002781844791,0.4,16.78866881022303,13,4,74,35,3,9,0.7097301461265386,39.46320695212618
0.85,23.45943867012501,2,119.5353912738567,0.3616778850325263,0.75,5.312426898706611,1,0,5,1,6,5,0.45294056371941366,67.60825696678558
0.7,19.345544749983482,45,282.79443252982526,0.5800065753523652,0.75,15.66421272897948,12,4,48,10,2,2,0.29903260835788315,35.8866716283975
0.7,21.121524153954145,48,102.59369680069122,0.5928117959393091,0.75,42.081336525127504,4,0,54,26,6,7,0.8381938455447673,49.02018380258076
1.0,19.092542184213265,0,45.83618209304014,0.5871111270580333,0.95,39.40009433477829,0,2,1,0,6,6,0.8100029445506947,79.70469153393242
1.0,64.87373759830838,21,174.7189812708644,0.5295318839442055,0.95,48.64356847312083,8,3,24,6,0,4,0.33533132210576255,61.27603119635712
1.0,27.683438716262675,13,180.70925223824165,0.11698823568238792,0.95,33.14728849442089,19,3,15,5,5,1,0.3992927044096763,54.602346164040014
0.7,32.62871369687171,44,58.14127274037475,0.21845592743532594,0.4,28.128348120851253,9,2,50,13,4,4,0.8129898419155441,44.31840160672639
0.85,25.621492973629575,5,58.97597627458807,0.8000670762509892,0.95,15.506179678900631,10,0,8,3,5,8,0.9869047243940927,71.48013859752513
0.7,96.20517740036527,64,296.8649373974481,0.5023654889227102,0.75,4.766151883164448,17,4,71,15,4,4,0.8749130292953895,46.783572656329156
0.55,86.91557168366519,20,72.9843218586636,0.706076315836315,0.75,31.282898585822892,16,1,24,8,6,2,0.747321240813684,66.52918538410866
0.55,30.744535361636878,3,251.45761043507522,0.5699090802127617,0.95,24.919947392112828,5,0,11,4,5,6,0.9323407526848628,66.44564464932326
0.7,39.48096645299134,2,141.09714766379386,0.03869025450023833,0.95,38.19465115648292,10,0,10,3,4,2,0.4281885349820577,59.122593074680125
0.7,28.890355807449744,29,130.49677167381842,0.7962137690179005,0.75,21.181038492366167,3,2,31,11,4,7,0.20772175943508292,53.817871338768036
1.0,54.268836351474135,30,88.48872484912572,0.06432419452904947,0.95,49.29201653535413,0,2,38,18,7,4,0.4567744583365217,63.585449464781604
0.55,11.764947922682824,33,232.14773906769923,0.9431740511585731,0.75,20.48299068830826,0,1,36,16,0,4,0.9775474547963339,55.208034953931005
0.85,70.42312080071162,19,264.19826353246646,0.21537692170507583,0.75,17.320510110667456,17,4,27,7,2,5,0.905576264274895,58.68541989132818
0.85,57.084233483587745,53,78.33823846772408,0.5124061434601496,0.4,43.67833246077844,4,3,64,23,0,9,0.24028500487777624,48.70769678462975
0.7,90.8775035470993,24,28.529000804734196,0.06358804246578653,0.95,20.379814727927823,15,4,37,7,4,5,0.6015667450232252,55.25031942681281
0.7,24.795341589557275,14,41.07586586568296,0.8949323786658212,0.75,43.67396863691333,1,4,15,4,2,2,0.26320789144610135,64.51666819103295
0.7,82.36983214550185,37,237.84106042987324,0.9799402545648044,0.95,2.340359995568661,8,0,41,10,1,6,0.8312251339302927,65.44024474884021
0.85,81.27649130200442,22,130.74807339588773,0.14629250272118988,0.75,34.9370722422138,1,1,27,11,1,8,0.4980924591900784,66.22226794270064
0.7,21.446307029519822,51,39.574397523216874,0.29578654249351977,0.75,4.520790801455767,4,0,53,14,6,0,0.9295560719764984,52.88106301897635
0.55,45.870330172971485,65,102.08646192588736,0.015874421793847793,0.75,8.263390691162641,19,2,66,28,5,3,0.24356199040845478,31.457464352499088
0.55,25.31373770300652,56,154.2706448559159,0.7869654919674565,0.75,35.30367597360997,16,3,56,16,7,3,0.7871971787108232,37.23850648734397
0.85,32.9248450411794,56,255.61550515350245,0.3114643326814126,0.75,15.196443719462712,18,1,66,31,0,0,0.5194926156207218,40.20536274818492
1.0,33.692155734748994,78,192.52297626755248,0.5888374693418312,0.4,11.311236662690574,9,1,84,28,4,5,0.4145811322469249,43.71249012783481
0.7,60.06127546231955,51,52.80984032400022,0.039218501280014584,0.75,40.274780743837866,7,4,54,24,5,1,0.6139593104931851,42.40362094331862
0.85,47.026983858441895,34,47.61081370750093,0.7154602666747475,0.75,47.366096344511156,19,0,41,15,1,5,0.588389358343326,56.88632093739048
0.85,95.29595236056748,73,123.70026468999676,0.5294039633567269,0.75,12.386651778376764,10,4,80,39,1,0,0.4790487182969682,45.41800673609067
1.0,21.37331277523046,13,22.557854310526913,0.7249802459988351,0.75,16.542601855548583,12,4,20,8,6,9,0.719085229665501,66.22725648846199
1.0,97.63229213651789,13,226.6731585851619,0.7895643131509639,0.75,35.9895919943141,12,1,14,5,3,4,0.7290529983710856,73.13610882304967
0.85,30.757477619283755,32,120.43614609113162,0.0892428661788337,0.75,40.949350657237936,8,3,44,12,3,5,0.2617105471981342,50.46606260208657
0.85,79.55865427436677,51,102.90713183441709,0.5780921207932251,0.95,49.95895271603734,4,2,55,19,5,9,0.6763320574194387,58.52403586216653
1.0,40.50729335555393,0,152.73249971743076,0.6499440338816218,0.95,14.395165439426362,17,4,7,2,6,1,0.7685881025892545,70.74595908643248
0.7,22.877325587558254,33,212.68704112885433,0.516718753944995,0.75,28.2743108489225,7,3,42,8,5,0,0.26071076695949036,48.90038111931579
0.7,87.21002667216159,18,170.80408334791565,0.18240939826512226,0.4,7.566928131280498,19,4,19,7,2,6,0.7273045114573844,56.67096281328063
0.35,37.79748093128169,23,240.7208345165961,0.795597284057737,0.75,17.21116514982637,13,3,24,6,2,0,0.8431817902571619,48.26860678596373
1.0,69.2969863804158,3,188.80876916103523,0.9974583288395984,0.75,3.2034599900055394,1,0,3,0,4,6,0.8655551916733759,89.14463726353756
1.0,60.97993165779639,35,236.39108022247913,0.9692702524285228,0.75,11.331088598981175,15,2,40,11,1,0,0.23331789667420716,54.74110686426745
0.55,52.45806784517869,76,209.03468206940246,0.7775295649772314,0.75,25.82070386244503,0,1,89,23,0,8,0.7579339786300354,44.30467051792192
0.85,54.62375253836852,57,57.936852079120946,0.4181077227864215,0.4,9.024197019505106,12,0,70,15,0,4,0.837581256737246,53.17941880995399
0.7,75.90141226830588,31,15.706335055739629,0.33730049784002214,0.75,44.57978219845785,17,4,35,10,3,5,0.5174582387099603,49.81126920011542
0.55,17.89956227110965,8,271.01904015101445,0.0685457991008318,0.75,35.80514156005275,0,4,22,4,6,6,0.634272611381996,47.93771211007038
1.0,70.13625957621147,79,283.69684961462525,0.4162863037516904,0.95,2.3590641244321233,6,2,91,32,6,0,0.4120924609934884,52.921551973919804
0.55,90.62308912587208,66,218.07968898944165,0.15604859773179902,0.75,43.95837623053548,3,2,66,13,6,7,0.44819297742397435,44.334559868569166
0.55,15.200937731787773,19,217.2617468087847,0.25433471350602843,0.75,48.88872871557797,9,2,29,13,2,5,0.6012956394127753,45.43176703621318
0.85,22.658800531030007,73,81.04412414823285,0.8918867731773511,0.75,25.591216918583175,7,4,80,39,4,1,0.32091066011163377,46.689002342236165
0.85,74.49687430318282,61,162.73251266454986,0.968525631511219,0.75,16.41592319992931,2,4,68,19,6,0,0.49641345088149746,54.66268178176949
0.35,49.35534834201558,57,297.67189911138246,0.9485590004657604,0.4,13.909758020602416,6,1,61,16,3,0,0.44114851050442144,38.40193855185496
0.85,46.319375873231955,21,256.8430794210058,0.1933556858433909,0.75,5.283555216708884,15,2,31,7,3,3,0.3905996826069287,55.86756653671143
0.85,22.326997108981224,66,91.31830576559899,0.9008942082353228,0.75,25.088859525382517,19,3,80,37,4,2,0.5871109672848221,43.26618371136284
0.55,55.60930366460093,74,90.31375970936712,0.14150530090026514,0.4,3.4568610830340663,9,1,76,28,4,5,0.8709417759216527,43.92811677849855
0.55,21.38907800767395,47,145.07318734441773,0.5076602078761498,0.75,25.6880223750484,12,3,54,20,5,9,0.393809677223382,35.65684425855528
0.85,52.89584106794864,7,121.37959985033535,0.6436633672643735,0.75,13.37487359552956,0,0,9,4,1,7,0.7277841119853126,77.89865078266936
0.7,78.7253769065491,72,111.3459138840524,0.4624668731004188,0.4,24.345165823330994,6,2,84,39,6,0,0.4033540974338616,46.664282268206755
1.0,33.24379220984471,14,188.091572641831,0.9518374354168085,0.75,21.500822190878235,9,1,17,7,4,6,0.3136667629980056,63.45764975621119
1.0,53.27075513617546,31,3.4477408900612683,0.3332127230916051,0.4,15.95059834821076,11,1,41,17,4,7,0.954657524132781,63.29514341352608
1.0,99.28143724571521,52,229.00189080998305,0.5273776630980636,0.75,22.983273736316974,13,0,65,30,7,4,0.7065885880191369,58.00192857772106
